ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
7.94541E+15,2.118E+15,1.59383E+15,663645414145047,3.85653E+16,392166087904766,9.61902E+15,4.02338E+16,5.42892E+15,0
7.49984E+16,2.10985E+16,2.37075E+16,7.14852E+15,,4.84843E+15,1.8082E+16,5.29675E+15,4.45448E+15,0
4.69552E+16,1.9891E+16,2.47672E+16,7.87975E+15,3.53485E+16,5.12842E+15,1.99575E+16,4.43457E+15,4.64174E+15,0
6.71063E+15,2.03643E+15,2.37482E+15,6.72666E+15,3.42441E+15,4.55968E+15,1.58795E+15,6.3677E+15,3.86329E+16,0
9.50286E+15,1.75586E+15,4.46626E+15,6.41646E+15,3.70852E+16,4.0631E+15,1.37542E+16,5.74383E+15,4.23735E+15,0
4.40533E+15,1.69743E+16,1.50397E+16,6.3082E+15,3.52918E+15,4.24251E+16,1.44418E+16,7.91696E+15,4.08687E+15,0
6.81034E+15,1.66592E+16,1.88521E+16,7.84771E+15,,2.94384E+16,1.34473E+16,541176643228823,4.1157E+15,0
6.98313E+15,1.8112E+16,1.75033E+15,6.93163E+15,,181483753985146,1.15983E+16,7.20339E+15,4.42698E+15,0
6.96813E+15,2.05983E+15,1.92073E+15,7.286E+15,2.83479E+16,4.59177E+15,1.7917E+16,5.08788E+15,3.03082E+15,0
576255224970805,1.84847E+16,2.2159E+16,6.30226E+15,3.47775E+16,4.49435E+15,1.29505E+16,6.58397E+15,2.90659E+16,0
8.39725E+15,1.99496E+16,1.67722E+16,8.11722E+15,3.43404E+16,4.02465E+16,1.7236E+16,758535486015202,2.83579E+16,0
8.82833E+15,1.89976E+15,1.3528E+16,7.14597E+15,4.08591E+15,3.38512E+16,1.85435E+16,,3.05282E+15,0
939584220217389,1.62158E+16,9.22577E+15,8.27503E+15,,4.51525E+15,1.26327E+15,8.02499E+15,3.5305E+16,0
7.59318E+15,2.01069E+16,1.92142E+16,7.71012E+15,3.51386E+15,451211448561067,4.3719E+15,7.4674E+15,354209264375375,0
5.14913E+15,1.98332E+16,1.67953E+15,6.70807E+15,3.26953E+16,303333632377947,1.25109E+16,6.63764E+15,4.83918E+15,0
4.91674E+15,1.91467E+16,2.34253E+16,6.85758E+15,,316422251309072,1.82818E+16,4.34332E+16,3.61321E+15,0
,2.02887E+15,2.45186E+16,7.21741E+15,3.60154E+16,4.92352E+16,1.67433E+16,7.27101E+15,4.17457E+15,0
7.37129E+16,1.80737E+16,2.56723E+16,7.37742E+15,3.10567E+16,2.98053E+15,1.26716E+16,275593548827384,4.0847E+15,0
8.27875E+15,2.00162E+16,2.93819E+15,7.24988E+16,,4.56471E+16,1.51606E+16,7.03371E+15,4.76772E+15,0
1.0203E+16,2.11963E+16,2.17089E+15,7.4919E+15,,395140783042147,2.15206E+16,6.26595E+15,3.2709E+16,0
4.56216E+15,1.89261E+15,2.38298E+15,7.81512E+15,3.25167E+16,4.01552E+16,1.36241E+16,,4.82288E+15,0
,2.05952E+16,2.97438E+16,7.51869E+15,,4.30246E+16,207204728836129,8.23968E+15,3.89393E+15,0
5.20267E+15,1.9533E+16,2.30514E+15,6.95957E+15,2.45729E+16,4.73548E+15,1.16592E+16,495223302805099,3.92798E+16,0
914973392673672,2.30562E+15,3.04686E+15,7.66766E+15,3.37558E+15,5.39625E+15,1.61335E+15,5.81345E+15,5.43682E+15,0
7.61556E+15,2.0487E+15,8.40328E+15,6.01232E+15,4.18309E+15,3.11179E+16,1.27423E+16,6.72823E+15,4.24313E+16,0
7.81307E+15,1.83697E+16,9.81212E+15,7.60764E+15,4.00374E+16,5.39611E+15,1.23481E+16,9.03903E+15,4.71372E+15,0
7.72103E+15,2.03355E+15,3.58007E+16,7.6834E+15,3.12919E+16,4.24967E+15,1.80926E+16,9.64421E+15,4.16849E+15,0
9.05624E+15,1.97666E+16,1.74035E+15,7.68892E+15,3.3746E+15,414766630759681,1.53499E+16,6.36967E+15,3.31935E+15,0
8.08266E+15,2.13755E+16,2.16896E+16,8.77178E+15,3.25034E+16,5.08116E+15,1.70382E+15,,5.24713E+16,0
5.84867E+15,2.10441E+16,3.30954E+16,6.09588E+15,3.12376E+15,4.82452E+15,1.18133E+15,6.19351E+15,4.87453E+15,0
8.47055E+15,1.9949E+16,2.65594E+16,7.90438E+15,3.51739E+15,4.9152E+15,9.50488E+15,6.61464E+15,2.9358E+16,0
9.22858E+15,1.80945E+15,1.03454E+16,605698914296931,,3.97043E+16,1.82155E+15,5.39767E+15,3.83919E+16,0
8.17059E+15,2.08279E+16,1.28068E+16,5.48926E+15,3.22924E+15,4.72028E+16,1.33895E+16,2.85664E+16,3.99586E+16,0
6.38198E+15,2.11917E+16,2.07093E+16,6.17116E+15,2.78949E+16,5.25075E+15,1.66841E+16,7.45298E+15,4.9919E+15,0
6.98981E+15,2.21E+16,2.07695E+16,8.36102E+15,3.07523E+16,3.26586E+16,1.22862E+15,627686154045542,4.80858E+15,0
1.03781E+16,2.00004E+15,8.64483E+15,9.82351E+15,4.42761E+15,4.73814E+15,1.41562E+16,6.41644E+15,3.57745E+15,0
,1.82101E+16,1.74234E+16,6.81572E+15,,4.95513E+15,1.15584E+16,8.58641E+15,3.5682E+16,0
3.59082E+16,2.13702E+16,3.34317E+16,5.54236E+15,308380612133381,4.6563E+15,1.81269E+16,500810539605979,4.14478E+15,0
7.38852E+15,2.01058E+15,1.39211E+16,7.76649E+15,,5.60775E+15,1.44671E+16,7.4374E+15,4.40905E+15,0
6.96684E+15,1.58043E+16,1.22567E+16,7.10562E+15,37151743510289,3.82444E+16,1.44081E+15,7.81007E+15,2.95744E+16,0
6.70349E+15,1.8213E+15,2.43169E+16,7.00981E+15,3.41334E+16,4.79537E+16,2.00886E+16,5.3925E+15,4.22388E+15,0
7.13967E+16,1.83428E+16,1.69164E+16,6.53942E+15,,3.63768E+15,1.01444E+16,4.23155E+16,3.15139E+15,0
6.64879E+15,2.1396E+15,1.63884E+16,7.65651E+15,3.57728E+16,3.72687E+16,1.53795E+16,3.18955E+16,5.13805E+15,0
,1.8206E+16,1.78695E+16,983291119273741,3.61538E+16,3.59449E+15,2.02093E+16,4.91566E+15,4.17008E+15,0
7.94071E+15,1.9705E+16,1.07629E+16,7.51581E+15,3.84791E+15,4.06117E+15,1.62373E+16,7.46117E+15,2.99015E+16,0
8.22856E+15,1.82197E+16,1.81321E+15,6.71201E+15,3.35781E+15,5.69935E+15,151193475192876,6.33597E+15,2.78194E+16,0
866569208287077,1.6236E+16,3.80241E+16,6.28155E+15,,3.37973E+16,1.92707E+16,8.41926E+15,3.49403E+15,0
5.06404E+15,2.14529E+16,2.10351E+15,9.13481E+15,,471178108774357,1.33335E+16,5.81942E+15,5.1227E+15,0
7.89432E+16,176319303983598,116976069722698,8.19811E+15,3.76784E+15,3.83019E+16,1.26775E+16,5.72803E+16,2.86503E+15,0
7.04279E+15,1.94047E+16,1.67331E+16,7.70193E+15,350243966042523,5.04925E+15,1.97034E+15,8.22535E+15,3.96565E+15,0
8.30506E+15,1.77174E+16,8.45132E+15,5.80712E+15,3.35872E+16,3.61691E+16,1.43594E+16,5.09267E+15,4.46121E+15,0
826830759203937,168687890271917,1.31817E+16,6.38323E+15,2.98307E+15,2.94298E+15,1.23664E+16,7.92065E+15,4.40541E+15,0
,1.99571E+16,2.53051E+15,5.95679E+15,3.29133E+16,2.87596E+15,1.37861E+16,3.37816E+15,4.13307E+16,0
7.39756E+15,2.17937E+15,2.45022E+16,5.9191E+15,,4.26003E+15,1.22632E+16,4.95025E+16,2.45934E+16,0
6.3673E+15,1.83789E+16,1.16197E+16,6.03522E+15,3.43828E+16,3.62775E+16,1.66437E+15,732592207744983,2.61477E+16,0
8.41063E+15,1.85184E+15,2.99852E+16,817800799022398,,4.89904E+15,1.76978E+16,7.42301E+15,4.3523E+16,0
7.09825E+15,2.07535E+16,2.26715E+15,6.28458E+15,2.95586E+16,2.97106E+16,1.71053E+16,7.10208E+15,4.90957E+15,0
7.3225E+15,1.96104E+16,1.95344E+15,666115743127202,2.97841E+15,4.18076E+16,1.71618E+16,6.94674E+15,2.98165E+15,0
5.19822E+15,1.7312E+16,1.11784E+16,5.89346E+15,343209876448911,3.90066E+15,1.41609E+16,6.5433E+15,3.80732E+15,0
,2.13475E+15,2.06265E+16,8.44206E+15,3.18739E+15,3.37895E+16,7.68929E+15,7.70031E+15,3.23657E+16,0
,215750220701636,3.67761E+15,6.66906E+15,2.94111E+16,4.89886E+15,1.11803E+16,,4.75431E+15,0
6.28091E+15,1.78707E+16,1.695E+15,7.86614E+15,370326349763824,388552620694231,1.09714E+16,7.4608E+15,3.02129E+16,0
6.82393E+15,1.46131E+15,1.34679E+15,6.42322E+15,2.89576E+16,4.12841E+16,1.43077E+16,8.15295E+15,4.01614E+15,0
6.62999E+15,2.09157E+16,2.04879E+16,7.27891E+16,3.32878E+16,5.24883E+15,2.07518E+15,6.02368E+15,3.15521E+16,0
1.03016E+16,1.99609E+15,1.12788E+16,7.46489E+15,4.33448E+16,4.61979E+16,1.70991E+16,6.31908E+15,3.85785E+16,0
612319393539216,1.81312E+16,1.51351E+16,5.82404E+15,293840702718993,3.9161E+15,1.15918E+16,6.19467E+15,5.45783E+15,0
,1.96139E+15,1.05403E+16,6.45946E+15,3.59169E+15,4.0068E+16,1.35836E+16,4.59007E+15,4.14948E+15,0
6.84803E+15,1.65815E+16,6.06845E+15,6.13213E+15,3.73207E+16,4.42786E+16,1.11182E+15,6.40276E+15,4.25704E+15,0
,2.27083E+15,4.51666E+15,8.07597E+15,2.79758E+15,4.72246E+15,1.70138E+15,7.26063E+15,314478972588668,0
6.41153E+15,1.97685E+16,1.95053E+16,8.2624E+15,,4.36056E+15,1.29021E+15,,2.20068E+16,0
5.12265E+15,1.95019E+15,1.72795E+15,7.02744E+15,3.36466E+16,4.46712E+16,4.86163E+15,728375396737488,3.50452E+16,0
3.43486E+15,1.85343E+16,2.26902E+16,8.15095E+15,3.09218E+15,3.9837E+15,1.0035E+16,5.59473E+15,5.38951E+16,0
1.08481E+16,2.36725E+16,1.40362E+16,9.00288E+15,,5.64903E+15,1.74058E+16,,3.13384E+15,0
8.72539E+15,2.1361E+16,1.88627E+15,8.67013E+15,3.24027E+16,3.96229E+16,2.00557E+15,9.65915E+15,4.56554E+16,0
1.03517E+16,2.41672E+16,1.85883E+15,8.78438E+15,,3.03688E+16,1.36159E+16,7.51299E+15,5.22761E+15,0
8.17403E+15,1.9239E+15,1.98085E+16,6.95582E+15,3.777E+16,5.03522E+16,1.3781E+15,5.95428E+16,3.98678E+15,0
8.03401E+15,1.97609E+15,2.52047E+16,6.5011E+15,3.30552E+15,4.90822E+16,1.51073E+16,898009474059229,2.45212E+16,0
8.20554E+15,1.88277E+16,1.99028E+16,5.00279E+15,,3.31346E+16,1.50628E+16,5.78143E+15,3.63403E+16,0
7.89382E+15,2.03297E+16,1.68537E+16,7.33443E+15,3.39768E+16,3.9899E+16,1.93188E+15,5.85746E+15,3.5085E+16,0
,2.18406E+16,1.13706E+16,6.86683E+15,3.92842E+16,2.84551E+15,1.60955E+15,,3.26656E+16,0
5.48814E+16,1.92508E+15,2.17158E+16,5.45406E+15,,5.53287E+15,1.30815E+16,8.72795E+15,3.65299E+16,0
8.16307E+15,1.62232E+16,1.04946E+16,8.0875E+15,4.23952E+15,4.87318E+15,1.60116E+16,699767192461293,4.12819E+15,0
6.867E+15,1.84248E+16,1.44641E+15,6.75935E+16,3.71284E+15,4.97704E+15,1.47829E+16,7.34335E+15,3.48412E+16,0
5.82171E+16,2.20125E+15,4.00097E+15,6.63184E+15,,4.93118E+15,1.24208E+16,4.91293E+15,3.9082E+16,0
7.45189E+16,2.032E+15,1.58252E+15,6.75424E+16,,3.48953E+15,1.10949E+15,9.14931E+15,3.93008E+15,0
6.89832E+15,2.28803E+16,459396891579836,9.56403E+15,3.77814E+15,3.92382E+15,1.3873E+16,6.69836E+15,3.82231E+15,0
754434011403763,1.8012E+15,1.72533E+16,5.74125E+15,,5.75922E+15,1.48619E+16,5.8755E+16,4.43551E+15,0
4.10387E+15,1.68284E+16,2.22075E+16,5.85008E+15,,3.4487E+16,1.54665E+16,3.47196E+16,3.80885E+16,0
5.32994E+15,1.96035E+15,2.40005E+16,5.72957E+15,3.35092E+15,5.11705E+15,1.85881E+16,6.8458E+15,5.79932E+15,0
6.96299E+15,2.06818E+16,2.40366E+15,7.69145E+15,3.56633E+16,5.52273E+15,8.57469E+15,8.86201E+15,4.76038E+15,0
684605994179889,1.77829E+16,1.65157E+16,6.14721E+15,3.08902E+15,5.42997E+15,1.26265E+16,6.09003E+15,4.70937E+15,0
6.27984E+16,1.75891E+16,1.15825E+16,7.05999E+15,,430322091892864,1.56748E+16,8.67603E+15,3.27858E+15,0
6.73985E+15,1.97374E+16,3.47024E+15,5.86968E+15,2.61068E+16,3.90047E+15,1.77579E+15,9.13846E+15,4.37963E+16,0
5.49504E+15,1.84435E+16,2.67443E+16,7.35652E+15,3.3203E+16,4.59642E+16,1.84179E+15,7.18756E+15,4.11543E+15,0
7.58377E+16,2.17283E+16,3.63434E+15,8.53273E+15,375964391222051,3.93878E+16,1.74423E+16,7.77223E+15,3.64229E+15,0
5.8667E+15,1.59433E+16,1.6298E+15,578470854009484,,5.25214E+15,1.10554E+16,7.92887E+15,5.30297E+15,0
6.39498E+15,2.20422E+15,2.10513E+16,87395051283663,3.48048E+16,3.53365E+16,1.9637E+16,4.871E+15,4.732E+15,0
5.82126E+15,2.04049E+16,3.7174E+15,786781524178014,3.2902E+15,4.66783E+16,1.39887E+15,9.6827E+15,4.37108E+15,0
5.51406E+16,2.12555E+15,2.78597E+15,6.64636E+15,2.86475E+15,5.24548E+15,1.30678E+15,9.99184E+15,446036293825241,0
6.73088E+15,1.92436E+16,2.22961E+16,7.45054E+15,,3.26351E+15,1.18274E+15,,4.35914E+15,0
5.19807E+15,2.00464E+16,3.72002E+16,7.4011E+15,3.11795E+15,5.73136E+15,1.72387E+15,749482169651606,3.29503E+15,0
,1.91012E+16,9.62689E+15,6.17938E+15,3.53056E+16,2.71368E+15,1.34412E+16,9.24861E+15,4.65418E+15,0
7.36233E+15,2.15637E+16,2.82633E+16,6.47895E+15,,4.17608E+15,1.65525E+15,5.63993E+15,3.93356E+15,0
7.06614E+15,2.07361E+16,2.25234E+15,806469307232728,3.43294E+16,5.03253E+16,1.21683E+16,836566149592497,4.1276E+15,1
5.42035E+15,2.32387E+16,2.51072E+15,6.53668E+15,,4.73268E+15,1.08171E+16,8.1225E+15,3.75672E+16,1
7.01533E+15,2.22113E+16,1.63512E+15,7.83888E+15,3.5319E+15,4.20137E+15,884051445092797,6.65439E+15,5.25122E+16,1
,2.4624E+15,6.97423E+15,9.81247E+15,4.17912E+15,3.55532E+16,1.33301E+16,6.83884E+15,4.1387E+16,1
6.04467E+15,1.50671E+16,1.35936E+15,6.45624E+15,4.01737E+16,3.92207E+16,1.98274E+16,435642926066726,4.91488E+15,1
6.19865E+16,2.46477E+16,3.13695E+15,6.21895E+15,,5.27001E+15,1.05229E+16,6.21255E+15,3.57417E+16,1
7.67895E+15,1.78201E+16,2.02431E+15,7.09947E+16,,3.63974E+15,1.19132E+16,5.82737E+15,308954964758435,1
806206612314847,1.25705E+16,3.53817E+15,4.74011E+15,,4.63462E+16,7.09123E+16,9.85946E+15,3.04003E+16,1
7.2558E+15,2.00164E+15,3.25951E+16,7.57244E+16,3.24552E+16,489272160165231,1.23056E+16,4.56874E+15,3.96818E+15,1
,2.3944E+15,1.54269E+16,8.73175E+15,3.92312E+16,3.64956E+15,1.4162E+16,7.0766E+15,3.43017E+16,1
6.79241E+15,3.06627E+16,2.85082E+15,6.81142E+15,2.93078E+15,3.06116E+16,9.00614E+15,609120335280757,2.50565E+16,1
7.36817E+15,2.04041E+15,8.52487E+15,9.46976E+15,4.29814E+16,3.28565E+15,1.11732E+16,8.88888E+15,3.68426E+16,1
8.83779E+15,1.95827E+15,1.16102E+15,78700615413288,3.32759E+15,5.14926E+15,1.22916E+16,8.74291E+15,2.08708E+16,1
7.10814E+15,1.48625E+15,2.36882E+15,7.00349E+15,3.39113E+16,2.59964E+16,1.72186E+15,5.60449E+15,4.01525E+15,1
5.28962E+15,1.94056E+15,2.17762E+16,6.27829E+15,359099732993792,3.53773E+15,1.41815E+16,3.3592E+16,45481003496821,1
7.16925E+15,1.62478E+16,3.96241E+15,5.40835E+16,3.00695E+16,5.07027E+15,1.65592E+16,,4.53317E+15,1
7.69505E+15,1.5381E+15,1.15987E+16,8.05364E+15,,2.97676E+15,1.29074E+16,7.36887E+15,3.19888E+15,1
8.69315E+15,2.19178E+16,1.65599E+15,8.87701E+15,3.55305E+16,5.45229E+15,7.28301E+15,7.33315E+15,4.68785E+15,1
,1.84786E+15,181130173023734,8.31908E+15,3.81513E+15,5.30248E+15,1.93859E+16,7.09576E+15,3.07703E+16,1
6.99976E+16,2.19143E+16,1.60785E+16,7.65214E+15,3.55689E+15,282502338129087,1.72976E+16,6.50651E+15,3.36013E+15,1
689792271658945,1.73391E+16,1.66165E+15,635293353105966,3.2934E+15,3.37436E+15,1.2447E+16,6.01594E+15,4.49011E+15,1
638231460426029,2.12839E+15,2.42598E+16,7.3605E+15,,3.42581E+16,1.2333E+16,677489913795461,2.88137E+15,1
991709205694149,1.96604E+16,3.72152E+15,7.40802E+15,2.47935E+15,5.22549E+15,5.51204E+15,7.78308E+15,3.39333E+16,1
5.60903E+15,2.71631E+15,2.69553E+15,6.77275E+15,2.96652E+15,4.43873E+15,1.70487E+15,7.28274E+15,3.35489E+16,1
6.27746E+15,2.25942E+16,2.28073E+16,7.38926E+15,,3.28684E+16,1.32257E+16,5.08034E+15,312316615927887,1
,1.90267E+16,1.52551E+16,7.59769E+15,3.66192E+15,4.18477E+16,1.33127E+15,6894488848491,3.79674E+15,1
7.71431E+15,1.91693E+16,1.97896E+16,7.85656E+15,3.40326E+15,3.77926E+15,1.8917E+16,5.86922E+15,4.42513E+15,1
6.35129E+15,1.62213E+15,2.23374E+16,6.86796E+15,3.79614E+15,3.37077E+16,1.17121E+16,6.59678E+15,3.70705E+15,1
7.95887E+15,1.84829E+16,2.68457E+15,7.67372E+15,3.27239E+16,3.89264E+15,1.10329E+16,5.25105E+15,4.0079E+15,1
6.61819E+15,1.64255E+15,1.37766E+16,5.92546E+15,,3.15199E+15,1.20822E+16,6.14744E+16,379706786115003,1
6.00072E+15,1.61002E+16,2.11117E+16,433912599905565,3.01307E+15,3.84753E+16,9.26197E+15,7.10022E+15,4.17622E+15,1
6.39293E+15,1.59169E+16,2.12172E+16,5.29888E+15,3.17257E+16,3.05244E+16,1.68655E+16,621543794564029,3.27134E+16,1
6.97727E+15,2.23279E+16,2.02874E+15,5.27474E+15,2.82086E+16,3.77E+16,1.40463E+16,6.76272E+15,2.36704E+16,1
6.35344E+15,2.18549E+16,1.86648E+15,6.69039E+15,3.12393E+16,503414897004023,1.54225E+16,9.43869E+15,3.86111E+15,1
6.01994E+15,1.40868E+15,2.06664E+16,6.90352E+15,,4.28695E+16,8.39824E+15,6.7291E+15,2.74703E+15,1
7.3302E+15,1.59804E+16,1.48843E+16,9.19457E+15,4.11101E+15,4.04196E+15,1.73757E+15,5.1154E+15,2.88472E+16,1
9.24134E+15,1.57927E+16,3.15985E+16,6.77805E+15,,4.64025E+16,1.20536E+15,9.38717E+15,3.84258E+15,1
6.59317E+15,1.76613E+16,2.18578E+16,4.70904E+15,,3.10436E+16,1.43143E+16,5.2698E+15,3.93165E+15,1
6.94827E+15,2.25232E+16,6.87459E+15,1.0117E+16,4.29046E+15,3.86582E+15,1.58452E+16,5.9474E+15,409561181325633,1
,2.10733E+15,1.36714E+16,8.54619E+15,4.18471E+15,3.52252E+15,1.03537E+16,4.5304E+15,3.36489E+16,1
,2.14726E+15,2.10932E+16,7.3665E+16,2.91283E+15,5.39007E+15,1.46702E+16,6.22596E+15,3.58925E+16,1
5.93832E+15,2.1447E+15,1.08154E+16,7.79554E+15,,6.26129E+15,1.74776E+16,5.99897E+15,3.8895E+16,1
824955050895133,2.30933E+16,3.28987E+15,7.01997E+16,2.80675E+16,3.64931E+16,1.70512E+16,6.97816E+15,4.28483E+15,1
6.90382E+15,2.58527E+15,3.54557E+15,4.88138E+15,206247229446338,3.18623E+16,1.39617E+15,6.58667E+15,3.86784E+16,1
7.60567E+15,2.10371E+15,9.58371E+15,850940333925466,3.71472E+15,3.25684E+16,1.17813E+16,865134743861137,5.55407E+15,1
6.58929E+16,1.08699E+16,3.42982E+15,4.94941E+15,3.1761E+15,3.2459E+16,1.94954E+16,,3.18111E+15,1
7.51182E+15,1.74614E+15,1.57369E+16,803428389125894,,3.03108E+16,1.74255E+16,906623366916451,2.28552E+15,1
7.30144E+15,1.43431E+16,4.67186E+15,4.76878E+15,2.52466E+16,4.4684E+16,1.25754E+16,6.06484E+15,3.16007E+16,1
6.78829E+15,1.82037E+16,2.56614E+16,6.93985E+15,3.52345E+16,4.19896E+15,1.18354E+16,7.1436E+15,4.25595E+15,1
,1.84041E+15,2.37271E+16,4.96445E+15,2.77681E+15,3.82848E+15,1.02136E+16,7.5561E+15,3.71447E+15,1
,1.94761E+16,3.81192E+16,6.99816E+15,3.33289E+15,4.36927E+15,1.37466E+16,6.04906E+15,3.35698E+16,1
6.69253E+15,2.00404E+16,3.70332E+16,4.72707E+16,2.80845E+15,3.76673E+15,1.24853E+15,578184837106709,2.94212E+16,1
6.0281E+15,2.62808E+16,1.71501E+15,9.37839E+15,3.80301E+16,514545672099499,2.06376E+16,7.65291E+15,4.08079E+15,1
6.71594E+15,2.18062E+16,1.71802E+16,8.91597E+15,3.93276E+15,3.49003E+15,1.43546E+16,5.72471E+15,2.40473E+16,1
7.49079E+15,2.02458E+16,2.65514E+16,712077230286162,3.12934E+15,3.06346E+16,1.79982E+15,6.73561E+15,4.35454E+15,1
,2.8737E+16,4.13254E+15,5.51728E+16,,3.75725E+15,1.39773E+15,9.78598E+15,432232533697766,1
6.33659E+15,1.0638E+15,1.55701E+15,6.8514E+15,4.41588E+15,3.80433E+15,5.21823E+15,487355139639406,4.35659E+15,1
7.38176E+15,2.0346E+16,1.37209E+16,1.11292E+16,4.75737E+15,3.61342E+16,1.65484E+16,5.51325E+16,3.33802E+16,1
7.25602E+15,1.9665E+15,4.41842E+15,5.26556E+15,2.60426E+16,3.2425E+15,8.14893E+15,693750440847648,4.53496E+15,1
7.02582E+16,1.47968E+16,2.12267E+16,734238063859913,3.87403E+16,4.211E+15,1.39961E+16,5.11741E+15,4.74609E+15,1
7.60688E+15,1.8384E+16,2.93399E+16,5.70362E+16,2.59535E+15,4.26986E+15,1.4007E+16,9.15907E+15,4.56446E+15,1
6.98386E+15,2.02256E+15,1.18488E+16,7.65753E+15,,4.86971E+16,1.60614E+16,6.18514E+15,4.15957E+15,1
6.34702E+15,9.72809E+15,1.97431E+16,3.40268E+16,3.05431E+16,5.02919E+15,1.50941E+15,8.65542E+15,4.52635E+15,1
7.32283E+15,2.30343E+16,2.46821E+16,7.42558E+16,3.23833E+16,3.49313E+16,9.49794E+15,5.06601E+16,3.98197E+16,1
6.77751E+15,2.07051E+15,1.52289E+16,6.18241E+15,3.21399E+16,5.23242E+15,1.26837E+15,8.6166E+15,4.26318E+15,1
8.37036E+15,1.55554E+15,271933173775301,5.79145E+15,,3.5652E+15,7.83211E+15,6.94197E+15,2.74665E+15,1
6.64276E+15,1.68896E+16,3.65055E+15,6.06256E+15,2.98552E+15,4.74057E+16,1.42992E+16,7.17069E+15,4.29921E+15,1
621758491448443,2.03707E+15,1.55976E+16,7.75146E+16,3.61248E+15,452922024905992,145971445174402,7.0851E+15,415016690975386,1
6.63012E+15,1.92522E+16,3.62697E+15,4.97387E+15,2.77499E+15,3.20471E+15,1.47863E+16,8.09802E+15,3.35276E+15,1
8.05102E+15,1.71752E+15,2.83387E+15,6.39212E+15,3.19005E+16,496906266181651,1.61929E+16,9.11232E+15,3.76744E+15,1
841608681704654,2.08326E+16,2.82349E+16,7.78412E+15,2.97331E+15,4.4456E+16,1.26452E+16,787565328358605,4.93008E+16,1
,1.66914E+16,2.40375E+15,7.13671E+16,3.49885E+16,4.11478E+16,9.45647E+15,9.49011E+15,3.7437E+16,1
7.93307E+15,2.04724E+16,1.27329E+16,7.71719E+15,3.31087E+15,4.49686E+15,1.56696E+16,5.54041E+15,4.53423E+16,1
7.91761E+16,1.81525E+15,1.58057E+16,7.26302E+15,,2.91796E+16,1.30436E+16,7.71311E+15,3.78409E+16,1
8942045991487,2.15674E+15,5.64887E+15,3.23144E+16,1.29E+16,5.41915E+15,9.31377E+15,7.08284E+15,4.35429E+15,1
7.03395E+15,2.46623E+15,1.54285E+16,7.57077E+15,3.05616E+15,516217847243303,1.75268E+15,9.16028E+15,3.93173E+15,1
,1.58208E+16,452430289529302,4.06488E+15,2.4718E+15,3.99767E+15,1.60862E+16,5.35021E+16,4.10886E+15,1
758004880807379,2.25089E+16,3.17499E+16,588479511562775,,5.03909E+16,1.85024E+16,783543406993554,3.95964E+15,1
8.47325E+15,1.2924E+15,2.04656E+16,7.21292E+15,,5.90907E+15,1.52927E+16,6.39398E+16,4.81019E+15,1
6.81642E+15,2.3727E+16,2.41703E+15,8.70601E+15,3.49772E+15,4.77024E+15,1.65741E+16,9.29458E+15,4.27474E+16,1
6.46003E+15,215440641301999,3.57758E+16,6.50254E+15,307563454895814,3.65094E+16,8.12754E+15,7.7555E+15,3.5356E+15,1
6.22783E+15,1.69926E+16,2.25505E+16,4.97359E+15,2.97404E+16,4.60415E+15,2.07896E+16,9.33007E+15,4.00735E+15,1
,1.90568E+15,1.8589E+16,7.47035E+15,3.62147E+15,4.71445E+16,1.37602E+16,9.03063E+15,4.4002E+15,1
,1.95541E+16,4.1425E+16,989270343964255,4.62474E+15,4.35418E+16,1.5846E+16,,3.61292E+15,1
5.63273E+15,2.83997E+15,2.83154E+15,7.14466E+15,3.18465E+16,4.25984E+15,1.18132E+16,6.7651E+15,5.11461E+15,1
619124144257447,2.31323E+15,2.97784E+16,438109672011746,2.48304E+15,4.88954E+15,1.30221E+16,5.40609E+15,3.31507E+16,1
7.70103E+15,121575139230317,1.69789E+16,6.81242E+15,3.5425E+16,3.68225E+16,1.29973E+16,692602092263662,3.39548E+15,1
,1.87043E+16,2.46346E+16,9.08188E+15,,4.43843E+15,1.10539E+16,7.41082E+15,3.49872E+15,1
883264111562239,1.99425E+15,2.51001E+15,6.81766E+15,,4.53758E+16,1.46324E+16,8.26506E+15,3.45215E+16,1
5.64608E+15,2.19343E+16,2.24557E+16,8.28376E+15,3.86039E+15,4.01256E+15,1.66501E+16,3.1174E+16,3.93851E+16,1
733210396318143,1.85415E+16,2.44125E+15,7.25385E+15,,3.10262E+16,1.49422E+16,,3.9011E+16,1
7.89674E+15,1.97602E+16,9.40766E+15,9.61006E+15,4.00275E+16,270794058781986,1.13006E+16,5.32018E+15,4.88946E+15,1
5.67529E+15,2.2859E+16,3.91724E+15,6.01474E+15,,3.30079E+15,1.14234E+15,5.92671E+16,5.02146E+15,1
6.01062E+15,1.84559E+16,1.59406E+16,8.16522E+15,4.21486E+15,3.1453E+15,2.03146E+16,8.37079E+15,4.86729E+15,1
7.98602E+15,1.80796E+16,2.4713E+15,5.68787E+15,2.87571E+16,4.34955E+15,8.64249E+15,8.4582E+15,3.153E+16,1
,2.63858E+15,1.6671E+15,7.75824E+15,,427811456301812,1.7152E+15,7.78107E+15,430405163167599,1
7.15961E+15,1.67823E+16,3.0898E+16,5.48492E+15,,4.37349E+16,1.55819E+16,6.18535E+16,4.94384E+15,1
